"","(Intercept)","Af21","zz","mean_spT","pwtemp","bareground","Af21:zz","sd"
"1976",4.37720737329436,-1.01763104713197,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1977",2.70039743710007,-0.54181110298483,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1978",3.29989113205795,-0.668989503456399,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1979",3.26394433696298,-0.648127615562565,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1980",3.74717256299096,-0.847632615439202,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1981",2.88957113008009,-0.551573291833942,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1982",2.96370728266476,-0.611621939149075,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1983",2.86885814893907,-0.561878886167505,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1984",3.17691220782762,-0.690508557807665,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1985",3.3686619960497,-0.712006456880352,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1986",3.54154743998948,-0.801175764515387,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1987",3.57773408370524,-0.848821120883206,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1988",3.58216357251188,-0.784997847194196,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1989",3.66546828023015,-0.833908569967083,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1990",3.17192717261593,-0.649369657337684,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1991",4.09140105646558,-0.865025651705697,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1992",3.02941801553461,-0.638033590856792,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1993",3.5974520448298,-0.773220733689413,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1994",2.79839340099305,-0.5702983184933,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1995",3.19367243685677,-0.67673139399601,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1996",3.66126981169936,-0.800104235209282,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1997",3.76779379205537,-0.848935807829643,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1998",3.23558737395435,-0.670345172267625,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"1999",3.49339040580162,-0.699440610161888,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2000",3.60905091473875,-0.778279723989331,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2001",3.85898901870633,-0.91655797478764,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2002",3.73461826355163,-0.827968102461734,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2003",4.24208593566638,-1.06933496993719,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2004",3.31324868507117,-0.729787178559629,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2005",3.49402202727117,-0.757694503942446,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2006",3.79809957829951,-0.804237126143668,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2007",2.88039910892824,-0.544257401590746,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2008",3.32103159363771,-0.699709711988916,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2009",3.56489958147047,-0.741820840070347,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2010",3.0422209544511,-0.600020175031993,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2011",4.03656411686658,-0.890845998564536,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
"2012",3.66659871780032,-0.76149943460161,0.651317393859964,0.0493563238553149,0.0938003278640751,0.194325986366628,0.0639472635310356,0.572345542531696
