"","(Intercept)","zz","mean_spT","pwtemp","bareground"
"1976",-2.52705157003833,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1977",-2.96964165437914,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1978",-2.410693535584,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1979",-2.58058788854091,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1980",-2.55692317268408,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1981",-2.84330297939493,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1982",-2.71460106033934,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1983",-3.06496876280191,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1984",-2.04450827657748,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1985",-2.45138997735186,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1986",-2.83534413337462,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1987",-2.21080569460995,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1988",-2.96577950214554,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1989",-2.94017488547635,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1990",-2.53014116151559,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1991",-2.47365063682633,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1992",-2.86454019443856,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1993",-3.37427542872241,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1994",-3.07357032074305,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1995",-2.80757598563286,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1996",-2.47774470509096,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1997",-2.89795540462015,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1998",-2.85510042953141,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"1999",-2.73427749793782,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2000",-2.56142108354148,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2001",-2.03267954724782,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2002",-2.51610285969974,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2003",-2.00089824394231,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2004",-2.91000034817261,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2005",-2.13129032059884,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2006",-2.22144402809788,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2007",-3.06386889285644,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2008",-1.67034004629919,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2009",-2.1838711122895,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2010",-3.14720559262208,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2011",-2.16829340999236,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
"2012",-2.57732031705956,0.225006497657254,0.0333099667158142,0.162387033829853,0.00143627691821419
