"","(Intercept)","Af21","zz1","mean_spT","pwtemp","bareground","Af21:zz1","sd"
"1976",10.6336707121703,-0.608964395289517,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1977",10.3169184762944,-0.595451095912174,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1978",10.5240686495329,-0.615381733833311,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1979",10.5802469697157,-0.585797797901497,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1980",10.7763146225445,-0.651556068915088,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1981",10.3505063707679,-0.601979365201483,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1982",10.4034565145241,-0.63198462223895,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1983",10.3916941283438,-0.582887705026421,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1984",10.3450425548096,-0.55286121726428,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1985",10.4424619570804,-0.645880892540316,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1986",10.5672645546436,-0.648326904562767,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1987",10.6511256844515,-0.682759486540746,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1988",10.7020910099445,-0.618255637757275,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1989",10.6270822466137,-0.640193062673461,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1990",10.478196693849,-0.569475392919406,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1991",10.7880744707342,-0.622133158472361,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1992",10.4179653204952,-0.570529388521383,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1993",10.6592998129331,-0.638550003285158,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1994",10.4740207190044,-0.626177511372551,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1995",10.5483764338033,-0.611661493419578,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1996",10.505775362921,-0.57694716516394,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1997",10.8964623002058,-0.702420802245642,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1998",10.6437506987031,-0.587555662827027,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"1999",10.5526701827266,-0.57244651429012,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2000",10.5711895293488,-0.609307256223209,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2001",10.6733128244708,-0.627929800087304,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2002",10.7483275008987,-0.622199199954498,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2003",10.7348523806114,-0.672628819008227,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2004",10.5892525721752,-0.618771178926329,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2005",10.5517825748148,-0.666457510290168,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2006",10.666300630666,-0.544115741230564,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2007",10.4406701096613,-0.590908088017169,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2008",10.5726684978835,-0.582713129646667,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2009",10.5646213924277,-0.627240815473051,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2010",10.6869494924892,-0.613189634154921,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2011",10.7682688712621,-0.581439277584608,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
"2012",10.6551008544024,-0.5284217808533,0.360319840777392,0.0569922065715794,0.108008536515817,0.00760615768277042,0.0412742048120386,0.611161605676771
