"","(Intercept)","zz","mean_spT","pwtemp","bareground"
"1976",-1.46783935589339,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1977",-1.68807366845258,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1978",-1.00769942019635,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1979",-1.30643712843757,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1980",-1.6782989934145,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1981",-2.16726201157277,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1982",-1.99396084360205,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1983",-1.61229478256049,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1984",-1.78349165685939,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1985",-1.68016446087912,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1986",-1.91848990862316,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1987",-1.58437440339788,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1988",-2.12197830042915,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1989",-1.53884684942871,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1990",-1.70951161626534,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1991",-2.21248934443642,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1992",-1.71486070864003,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1993",-1.60655627710534,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1994",-1.80420981523263,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1995",-1.42147857668117,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1996",-1.32709436465332,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1997",-2.00261553278777,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1998",-2.09033185860813,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"1999",-1.64191982927169,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2000",-1.89306444512346,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2001",-1.75664131552518,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2002",-1.07109126908848,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2003",-1.31492162278941,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2004",-1.40148766290403,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2005",-1.72007589862503,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2006",-1.92642243875791,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2007",-1.95303652189828,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2008",-2.31455282725382,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2009",-1.76971556368231,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2010",-2.76359252454921,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2011",-1.83977596498336,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
"2012",-1.61264428188513,0.162951015614764,0.000508015104248726,-0.113387402414407,-0.0017081197731884
